row_index,sheet_number,bid_item,text,ocr_hints
1688,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1689,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1690,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1691,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1692,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1693,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1694,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1695,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1696,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1697,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1698,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1699,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1700,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1701,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1702,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1703,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1704,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1705,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1706,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1707,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1708,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1709,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1710,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1711,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1712,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1713,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1714,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1715,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1716,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1717,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1718,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1719,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1720,CU320,Furnish & Install 8-Inch Water Pipe,8''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1721,CU320,Furnish & Install 8-Inch Water Pipe,"NEW 8"" WATER STA:20+83.07 INV:4766.47","[""POSSIBLE_DIMENSION"", ""POSSIBLE_SPECIFICATION_SECTION""]"
1722,CU320,Furnish & Install 8-Inch Water Pipe,"NEW 8"" WATER STA:23+88.43 INV:4778.65","[""POSSIBLE_DIMENSION"", ""POSSIBLE_SPECIFICATION_SECTION""]"
1723,CU320,Furnish & Install 6-Inch Water Pipe,6''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1724,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1725,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1726,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1727,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1728,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1729,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1730,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1731,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1732,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1733,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1734,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1735,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1736,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1737,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1738,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1739,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1740,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1741,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1742,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1743,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1744,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1745,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1746,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1747,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1748,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1749,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1750,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1751,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1752,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1753,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1754,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1755,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1756,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1757,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1758,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1759,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1760,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1761,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1762,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1763,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1764,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1765,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1766,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1767,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1768,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1769,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1770,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1771,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1772,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1773,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1774,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1775,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1776,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1777,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1778,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1779,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1780,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1781,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1782,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1783,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1784,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1785,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,"NEW 8"" SEWER STA:10+12.45 INV:4763.93","[""POSSIBLE_DIMENSION"", ""POSSIBLE_SPECIFICATION_SECTION""]"
1786,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1787,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1788,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1789,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1790,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1791,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1792,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1793,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1794,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1795,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1796,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1797,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1798,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1799,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1800,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1801,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1802,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1803,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1804,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1805,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1806,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1807,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1808,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1809,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1810,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1811,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]"
1812,CU320,Furnish & Install General Sanitary Sewer Pipe and Laterals,SS,"[""SHORT_TAG""]"
1813,CU320,Furnish & Install Core Drilling for New Pipe Connections,"7. REFER TO NOTES FOR WYE FITTINGS ON PIPE 8"" OR LARGER THAN 8"" ON CU300.","[""POSSIBLE_DIMENSION""]"
1814,CU320,Furnish & Install Trench Drains and Drain Structures,"12. THE 15"" LINE ROUTES THROUGH OVERFLOW BOX-1 DOWN STREAM ON THE ORIFICE PLATE WALL. REFER TO NOTES ON THE DETAIL ON SHEET C102..","[""POSSIBLE_DIMENSION""]"
1815,CU320,Furnish & Install Pipe Connection Accessories,13. REFER TO NOTES ON CU300 FOR TRENCH DRAIN REQUIREMENTS. CONNECT TRENCH DRAINS TO STORM DRAIN SYSTEM AS SHOWN ON PLAN AND PROFILE SHEETS.,[]
1816,CU320,Furnish & Install Relocation and Adjustment of Existing Utilities,"4. REFER TO NOTES ON CU300 FOR GENERAL UTILITY NOTES, TYP.","[""POSSIBLE_SPECIFICATION_TEXT""]"
1817,CU320,"Furnish & Install Phased Installation, Coordination, and Layout",15. SD-2 AND SD-9 STORM DRAIN LINES MUST BE COMPLETED PRIOR TO ANY DEMO BEING COMPLETED ON THE STORM DRAIN LINES SERVICING AREAS NORTH OF THE SITE. ALL OTHER STORM LINES MAY BE COMPLETED WITH OTHER PHASE 1 UTILITY CONSTRUCTION.,[]
1818,CU320,Furnish & Install Electrical Manholes,EM,"[""SHORT_TAG""]"
1819,CU320,Furnish & Install Electrical Manholes,EM,"[""SHORT_TAG""]"
1820,CU320,Furnish & Install Electrical Manholes,EM,"[""SHORT_TAG""]"
1821,CU320,Furnish & Install Electrical Manholes,EM,"[""SHORT_TAG""]"
1822,CU320,Furnish & Install Electrical Manholes,EM,"[""SHORT_TAG""]"
1823,CU320,Furnish & Install Electrical Manholes,EM,"[""SHORT_TAG""]"
1824,CU320,Furnish & Install Electrical Manholes,EM,"[""SHORT_TAG""]"
1825,CU320,Furnish & Install Electrical Manholes,EM,"[""SHORT_TAG""]"
1826,CU320,Furnish & Install Electrical Manholes,EM,"[""SHORT_TAG""]"
1827,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1828,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1829,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1830,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1831,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1832,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1833,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1834,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1835,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1836,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1837,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1838,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1839,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1840,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1841,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1842,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1843,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1844,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1845,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1846,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1847,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1848,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1849,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1850,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1851,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1852,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1853,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1854,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1855,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1856,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1857,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1858,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1859,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1860,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1861,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1862,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1863,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1864,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1865,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1866,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1867,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1868,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1869,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1870,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1871,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1872,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1873,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1874,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1875,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1876,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1877,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1878,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1879,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1880,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1881,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1882,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1883,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1884,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1885,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1886,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1887,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1888,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1889,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1890,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1891,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1892,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1893,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1894,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1895,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1896,CU320,Furnish & Install Electrical Pull Boxes,PB,"[""SHORT_TAG""]"
1897,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1898,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1899,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1900,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1901,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1902,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1903,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1904,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1905,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1906,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1907,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1908,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1909,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1910,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1911,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1912,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1913,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1914,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1915,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1916,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1917,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1918,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
1919,CU320,Furnish & Install Optical Fiber Cabling,FO,"[""SHORT_TAG""]"
