row_index,document_id,page_number,sheet_number,sheet_name,discipline,scope,scope_key,bid_item,subheading,region_index,text,quad_px,specifications,references,drawing_reference_detail,notes,is_reference_sheet,region_id,medium_path,local_path,locator_path,coordinate_valid
214,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,5,AX,"[1410.7093505859375, 1018.77734375, 1424.5513916015625, 1018.77734375, 1424.5513916015625, 1031.3271484375, 1410.7093505859375, 1031.3271484375]",[],,,,False,region_000214,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000214.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000214.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000214.png,CACHED
215,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,6,AV,"[1033.189453125, 845.497314453125, 1047.031494140625, 845.497314453125, 1047.031494140625, 858.0471801757812, 1033.189453125, 858.0471801757812]",[],,,,False,region_000215,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000215.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000215.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000215.png,CACHED
216,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,7,AV,"[1410.7093505859375, 845.497314453125, 1424.5513916015625, 845.497314453125, 1424.5513916015625, 858.0471801757812, 1410.7093505859375, 858.0471801757812]",[],,,,False,region_000216,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000216.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000216.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000216.png,CACHED
217,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,8,AZ,"[1033.549560546875, 1191.937255859375, 1046.8133544921875, 1191.937255859375, 1046.8133544921875, 1204.487060546875, 1033.549560546875, 1204.487060546875]",[],,,,False,region_000217,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000217.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000217.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000217.png,CACHED
218,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,9,AZ,"[1419.9493408203125, 1191.937255859375, 1433.213134765625, 1191.937255859375, 1433.213134765625, 1204.487060546875, 1419.9493408203125, 1204.487060546875]",[],,,,False,region_000218,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000218.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000218.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000218.png,CACHED
219,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,10,A2,"[1177.3095703125, 721.8974609375, 1190.0076904296875, 721.8974609375, 1190.0076904296875, 734.4473266601562, 1177.3095703125, 734.4473266601562]",[],,,,False,region_000219,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000219.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000219.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000219.png,CACHED
220,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,11,A2,"[1177.3095703125, 1315.417236328125, 1190.0076904296875, 1315.417236328125, 1190.0076904296875, 1327.967041015625, 1177.3095703125, 1327.967041015625]",[],,,,False,region_000220,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000220.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000220.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000220.png,CACHED
221,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,12,A3,"[1249.3095703125, 721.8974609375, 1262.0076904296875, 721.8974609375, 1262.0076904296875, 734.4473266601562, 1249.3095703125, 734.4473266601562]",[],,,,False,region_000221,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000221.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000221.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000221.png,CACHED
222,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,13,A3,"[1249.3095703125, 1315.417236328125, 1262.0076904296875, 1315.417236328125, 1262.0076904296875, 1327.967041015625, 1249.3095703125, 1327.967041015625]",[],,,,False,region_000222,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000222.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000222.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000222.png,CACHED
223,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,14,A1,"[2109.34912109375, 1315.5372314453125, 2122.047119140625, 1315.5372314453125, 2122.047119140625, 1328.0870361328125, 2109.34912109375, 1328.0870361328125]",[],,,,False,region_000223,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000223.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000223.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000223.png,CACHED
224,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,15,A1,"[2109.34912109375, 722.137451171875, 2122.047119140625, 722.137451171875, 2122.047119140625, 734.6873168945312, 2109.34912109375, 734.6873168945312]",[],,,,False,region_000224,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000224.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000224.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000224.png,CACHED
225,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,16,A4,"[2333.7490234375, 721.8974609375, 2346.447021484375, 721.8974609375, 2346.447021484375, 734.4473266601562, 2333.7490234375, 734.4473266601562]",[],,,,False,region_000225,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000225.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000225.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000225.png,CACHED
226,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,17,A4,"[2333.7490234375, 1315.417236328125, 2346.447021484375, 1315.417236328125, 2346.447021484375, 1327.967041015625, 2333.7490234375, 1327.967041015625]",[],,,,False,region_000226,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000226.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000226.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000226.png,CACHED
227,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,18,AX,"[2045.7491455078125, 1018.77734375, 2059.5908203125, 1018.77734375, 2059.5908203125, 1031.3271484375, 2045.7491455078125, 1031.3271484375]",[],,,,False,region_000227,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000227.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000227.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000227.png,CACHED
228,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,19,AX,"[2423.14892578125, 1018.77734375, 2436.99072265625, 1018.77734375, 2436.99072265625, 1031.3271484375, 2423.14892578125, 1031.3271484375]",[],,,,False,region_000228,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000228.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000228.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000228.png,CACHED
229,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,20,AV,"[2045.7491455078125, 845.497314453125, 2059.5908203125, 845.497314453125, 2059.5908203125, 858.0471801757812, 2045.7491455078125, 858.0471801757812]",[],,,,False,region_000229,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000229.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000229.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000229.png,CACHED
230,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,21,AV,"[2423.14892578125, 845.497314453125, 2436.99072265625, 845.497314453125, 2436.99072265625, 858.0471801757812, 2423.14892578125, 858.0471801757812]",[],,,,False,region_000230,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000230.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000230.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000230.png,CACHED
231,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,22,AZ,"[2045.9891357421875, 1191.937255859375, 2059.252685546875, 1191.937255859375, 2059.252685546875, 1204.487060546875, 2045.9891357421875, 1204.487060546875]",[],,,,False,region_000231,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000231.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000231.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000231.png,CACHED
232,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,23,AZ,"[2432.509033203125, 1191.937255859375, 2445.772705078125, 1191.937255859375, 2445.772705078125, 1204.487060546875, 2432.509033203125, 1204.487060546875]",[],,,,False,region_000232,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000232.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000232.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000232.png,CACHED
233,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,24,A2,"[2189.7490234375, 721.8974609375, 2202.447021484375, 721.8974609375, 2202.447021484375, 734.4473266601562, 2189.7490234375, 734.4473266601562]",[],,,,False,region_000233,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000233.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000233.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000233.png,CACHED
234,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,25,A2,"[2189.7490234375, 1315.417236328125, 2202.447021484375, 1315.417236328125, 2202.447021484375, 1327.967041015625, 2189.7490234375, 1327.967041015625]",[],,,,False,region_000234,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000234.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000234.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000234.png,CACHED
235,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,26,A3,"[2261.7490234375, 721.8974609375, 2274.447021484375, 721.8974609375, 2274.447021484375, 734.4473266601562, 2261.7490234375, 734.4473266601562]",[],,,,False,region_000235,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000235.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000235.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000235.png,CACHED
236,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,27,A3,"[2261.7490234375, 1315.417236328125, 2274.447021484375, 1315.417236328125, 2274.447021484375, 1327.967041015625, 2261.7490234375, 1327.967041015625]",[],,,,False,region_000236,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000236.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000236.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000236.png,CACHED
237,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,28,A1,"[2004.7091064453125, 721.8974609375, 2017.4071044921875, 721.8974609375, 2017.4071044921875, 734.4473266601562, 2004.7091064453125, 734.4473266601562]",[],,,,False,region_000237,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000237.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000237.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000237.png,CACHED
238,11896,4,A-005,Bldg Types Roof Plan,Architectural,Thermal Protection,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,29,A1,"[2004.7091064453125, 1315.417236328125, 2017.4071044921875, 1315.417236328125, 2017.4071044921875, 1327.967041015625, 2004.7091064453125, 1327.967041015625]",[],,,,False,region_000238,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000238.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000238.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000238.png,CACHED
